Ragione Sociale;Data contabile;Data valuta;Banca;Rapporto;Importo;Divisa;Descrizione;Categoria/sottocategoria;Hashtag
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;190;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 24/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;369,6;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 26/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;16,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 24/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;112,3;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 26/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;197,9;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 24/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2602,11;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 2C1071107297049T ENEL ENERGIA;Utenze - Acqua, luce e gas;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT35348239 COMM.BON. TELEMATICO SCT;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1357,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 25/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-4961,94;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B71042503/90360983 FAVORE BENEFICIARI VARI DISTINTA - ADD.TOT;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;364,1;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 25/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2,25;EUR;COMM.SU BONIFICI - NS RIF. MB0B71042504 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1278,9;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 25/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1696,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 24/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 3F3811A21532878;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;942,2;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 26/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-3439;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B71042504/90360988 FAVORE BENEFICIARI VARI DISTINTA - ADD.TOT;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT35344962 COMM.BON. TELEMATICO SCT;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;15;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 26/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;8560;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-974,79;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT35348239/00651920 FAVORE Edenred Italia S.r.l. NOTPROVIDE - CODICE CLIENTE 710960 e P.IVA 04523831214;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 2C1071107297049T;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1259,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 26/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;10;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 27/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-11998,1;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT35344962/00647783 FAVORE KIMBO S.P.A. NOTPROVIDE - SALDO FATTURA 0070006909;Fornitori - Materie prime, beni e servizi;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-43,86;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 3F3811A21532878 FASTWEB SpA;Utenze - Internet e spese telefoniche;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-6,6;EUR;COMM.SU BONIFICI - NS RIF. MB0B71042503 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;241,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 27/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;28/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;144,35;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 27/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;29/04/2025;29/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;516,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 28/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/04/2025;29/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;85,8;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 28/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;29/04/2025;29/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;142,8;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 28/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;29/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-742,64;EUR;PRELIEVO ASSEGNO - DM 01030 CRA: 25042800941701 NUM: 0208769072;Fornitori - Generico;
CERALDI GROUP S.R.L.;29/04/2025;29/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1137,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 28/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-659;EUR;I24 AGENZIA ENTRATE - PAG.TO TELEMATICO - DATA INCASSO 28/04/2025 2025-04-28-22.32.04.672578000964;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;150,9;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 29/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;523,2;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 29/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1230,26;EUR;I24 AGENZIA ENTRATE - PAG.TO TELEMATICO - DATA INCASSO 30/04/2025 2025-04-29-22.30.43.119054003342;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;33,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 29/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-976,18;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 80T4940000001184586404 Leasys Italia S.p.A. C.so Orbassano;Servizi - Noleggi;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-58,55;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 49RJ2252ASLM4 PayPal Europe S.a.r.l. et Cie S.C.A;Servizi - Spese per servizi online;
CERALDI GROUP S.R.L.;30/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-254,92;EUR;PRELIEVO ASSEGNO - DM 05387 CRA: 25042900596609 NUM: 0208769081;Fornitori - Generico;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 49RJ2252ASLM4;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;30/04/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-993,02;EUR;PRELIEVO ASSEGNO - DM 03069 CRA: 01619545930512 NUM: 0208769073;Fornitori - Generico;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 80T4940000001184586404;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;709,2;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 29/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - RIF.MBVT36712344 COMM. BON. TELEMATICO;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;4000;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1154,3;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT36712344/00387021 FAVORE Ragioniere Fulvio Ferrantini NOTPROVIDE - saldo fattura 49/25;Fornitori - Materie prime, beni e servizi;
CERALDI GROUP S.R.L.;30/04/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;89;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 29/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;30/04/2025;29/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-27,46;EUR;I24 AGENZIA ENTRATE - PAG.TO TELEMATICO - DATA INCASSO 29/04/2025 2025-04-29-22.32.45.726844000260;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;02/05/2025;01/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-30;EUR;CANONE CARTA - CANONE ANNUALE DEBIT BUSINESS *1472;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;118,2;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 30/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;74,1;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 01/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;220,2;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 01/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;20;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 30/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;983,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 01/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;127,5;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 01/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B73440722 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;32,6;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 30/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;7,7;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 01/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;292,2;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 30/04/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B73554196 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;02/05/2025;30/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1663,26;EUR;PRELIEVO ASSEGNO - DM 07601 CRA: 82512000727404 NUM: 0208767243;Fornitori - Generico;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-600;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B73554196/90307812 FAVORE Capezzuto Alessandro - ADD.TOT - CAPEZZUTO ACC STIP APRILE 2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1192,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 01/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;02/05/2025;28/04/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1057,59;EUR;PRELIEVO ASSEGNO - DM 03069 CRA: 01620548920812 NUM: 0208768338;Fornitori - Generico;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1137,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 30/04/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;02/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1000;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B73440722/90217533 FAVORE Ceraldi Vincenzo - ADD.TOT - Ceraldi Vincenzo stipendio;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;787,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 04/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;225,1;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 04/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1301,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 03/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1765,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 04/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;400,3;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 02/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;26,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 04/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;969,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 02/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;3,7;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 03/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;3;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 04/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;2,4;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 02/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;02/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1608,89;EUR;PRELIEVO ASSEGNO - DM 03069 CRA: 01622560585012 NUM: 0208769074;Fornitori - Generico;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;89,1;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 04/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;64,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 02/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;16;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 03/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;212,5;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 03/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT38839369 COMM.BON. TELEMATICO SCT;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2030,72;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT38826503/00493871 FAVORE Nicola De Palma NOTPROVIDE - Saldo fattura 32/75;Fornitori - Materie prime, beni e servizi;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;172,1;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 03/05/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;6000;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1320,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 02/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;410,23;EUR;BONIF. VS. FAVORE - BON.DA PayPal Europe S.a.r.l. et Cie S.C.A - YYW1041998253377/PAYPAL;Ricavi - Generico;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;24;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 02/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1653,69;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT38839369/00509984 FAVORE FLEGREA INSURANCE S.R.L. AG. GEN. ZNOTPROVIDE - pol. 498C1252 Ceraldi Group Srl;Altre spese - Generico;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT38826503 COMM.BON. TELEMATICO SCT;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/05/2025;05/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1091,4;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 03/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/05/2025;06/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-781,6;EUR;PAG. UTENZE VARIE - BOLL.CBILL AGENZIA DELLE ENTRATE - R CBILL 180071112083061561;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;06/05/2025;06/05/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;3;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 05/05/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
